emp_no,salary,from_date,to_date
15957,46155,1998-07-01,1999-07-01
15958,86432,1992-08-04,1993-08-04
15959,40000,1996-01-27,1997-01-26
15960,49265,1991-04-24,1992-04-23
15961,40000,1996-07-03,1997-07-03
15962,78521,1996-03-11,1997-03-11
15963,43342,1999-11-22,2000-11-21
15964,52908,1997-10-20,1998-10-20
15965,72860,1993-11-11,1994-11-11
15966,40000,1997-12-21,1998-12-21
15967,74527,1997-05-04,1998-05-04
15968,43672,1992-11-07,1993-11-07
15969,62210,1991-09-27,1992-09-26
15970,43010,1994-06-15,1995-06-15
15971,42963,1988-05-03,1989-05-03
15972,40000,1999-04-10,2000-04-09
15973,40000,1993-09-09,1994-09-09
15974,40000,1996-02-21,1997-02-20
15975,66105,1985-03-15,1986-03-15
15976,40000,1985-12-25,1986-12-25
15977,44282,1994-11-03,1995-11-03
15978,40000,1997-02-25,1998-02-25
15979,40000,1990-10-26,1991-10-26
15980,68513,1992-10-21,1993-10-21
15981,40000,1997-02-10,1997-04-10
15982,57992,1992-07-05,1993-07-05
15983,58156,1996-03-18,1997-03-18
15984,40000,1990-10-04,1991-10-04
15985,48286,1996-12-14,1997-12-14
15986,40000,1998-07-10,1999-07-10
15987,91025,1995-11-14,1996-11-13
15988,40000,1992-09-22,1993-09-22
15989,47599,1991-07-09,1992-07-08
15990,60587,1988-09-15,1989-09-15
15991,70319,1991-11-11,1992-11-10
15992,50726,1989-01-19,1990-01-19
15993,45611,1988-11-19,1989-11-19
15994,56893,1998-05-03,1999-05-03
15995,57466,1988-03-25,1989-03-25
15996,57243,1993-05-19,1994-05-19
15997,40000,1997-10-04,1998-10-04
15998,60206,1995-07-21,1996-07-20
15999,46295,1990-02-06,1991-02-06
16000,40000,1996-05-05,1997-05-05
16001,47511,1997-01-26,1998-01-26
16002,58891,1985-06-16,1986-06-16
16003,40000,1987-08-19,1988-08-18
16004,85766,1993-06-12,1994-06-12
16005,69484,1990-12-19,1991-12-19
16006,64742,1996-03-25,1997-03-25
16007,40000,1988-04-15,1989-04-15
16008,48384,1993-07-08,1994-07-08
16009,40000,1990-01-26,1991-01-26
16010,40000,1987-08-28,1988-08-27
16011,40000,1986-12-04,1987-12-04
16012,76142,1985-08-13,1986-08-04
16013,40915,1995-04-01,1996-03-31
16014,72312,1987-10-15,1987-12-10
16015,40000,1991-09-28,1992-09-27
16016,40000,1990-04-04,1991-04-03
16017,65416,1985-10-04,1986-10-04
16018,52560,1987-10-06,1988-10-05
16019,40000,1985-08-01,1986-08-01
16020,70308,1990-01-04,1991-01-04
16021,66488,1994-05-21,1995-05-21
16022,40000,1992-11-06,1993-11-06
16023,48282,1985-12-01,1986-12-01
16024,49816,1985-05-02,1986-05-02
16025,84433,1988-03-05,1989-03-05
16026,40000,1989-11-20,1990-11-20
16027,64292,1988-06-29,1989-06-29
16028,53714,1988-08-12,1989-08-12
16029,52866,1994-04-02,1995-04-02
16030,77085,1997-03-29,1998-03-29
16031,71688,1993-12-17,1994-12-17
16032,40000,1997-11-18,1998-11-18
16033,40000,1986-09-09,1987-09-09
16034,70759,1998-03-30,1999-03-30
16035,49064,1993-08-14,1994-08-14
16036,75973,1996-08-20,1997-08-20
16037,62211,1991-07-20,1992-07-19
16038,47739,1997-11-01,1998-11-01
16039,40000,1990-01-31,1991-01-31
16040,52737,1987-07-17,1988-07-16
16041,51503,1998-11-21,1999-11-21
16042,40000,1989-11-04,1990-11-04
16043,48576,1995-11-27,1996-11-26
16044,64372,1985-07-11,1986-07-11
16045,43835,1997-03-06,1998-03-06
16046,41560,1988-11-04,1989-11-04
16047,42403,1998-01-09,1999-01-09
16048,60297,1994-12-13,1995-12-13
16049,65739,1992-05-31,1993-05-31
16050,70164,1996-02-03,1997-02-02
16051,53961,1993-07-24,1994-07-24
16052,40000,1991-01-27,1992-01-27
16053,45691,1996-03-30,1997-03-30
16054,46157,1988-05-23,1989-05-23
16055,40000,1987-08-09,1988-08-08
16056,48691,1998-01-10,1999-01-10
16057,40000,1989-08-06,1990-08-06
16058,44227,1992-01-07,1993-01-06
16059,42968,1986-07-19,1987-07-19
16060,77099,1993-11-11,1994-11-11
16061,49598,1985-07-12,1986-07-12
16062,71756,1986-01-25,1987-01-25
16063,57332,1996-01-22,1997-01-21
16064,40259,1988-01-21,1989-01-20
16065,40000,1987-08-28,1988-08-27
16066,74757,1985-09-16,1986-09-16
16067,50730,1990-11-26,1991-11-26
16068,53031,1987-12-18,1988-12-17
16069,40000,1992-12-21,1993-12-21
16070,40000,1995-10-14,1996-10-13
16071,73981,1989-09-17,1990-09-17
16072,40000,1993-06-04,1994-06-04
16073,40000,1990-10-23,1991-10-23
16074,49257,1999-03-08,2000-03-07
16075,40000,1991-04-15,1992-04-14
16076,47061,1997-08-06,1998-08-06
16077,49020,1987-07-02,1988-07-01
16078,49146,1997-03-04,1997-06-22
16079,40000,1990-02-20,1991-02-20
16080,41763,1992-08-07,1993-08-07
16081,40000,1989-07-13,1990-07-13
16082,62085,1995-09-22,1996-09-21
16083,50274,1997-10-19,1998-10-19
16084,51824,1985-04-11,1986-04-11
16085,40000,1996-02-26,1997-02-25
16086,42903,1987-04-27,1988-04-26
16087,57258,1987-11-22,1988-11-21
16088,40000,1991-09-08,1992-09-07
16089,65433,1995-10-27,1996-10-26
16090,60767,1992-06-22,1993-06-22
16091,41173,1987-01-10,1988-01-10
16092,49978,1988-07-09,1989-07-09
16093,40000,1999-06-15,2000-06-14
16094,40000,1993-07-18,1994-07-18
16095,55290,1995-06-20,1996-06-19
16096,41514,1990-08-11,1991-08-11
16097,63435,1992-03-23,1993-03-23
16098,40000,1985-09-30,1986-09-30
16099,40000,1990-10-23,1991-10-23
16100,40000,1986-03-31,1987-03-31
16101,56419,1989-06-03,1990-06-03
16102,45546,1991-08-21,1992-08-20
16103,46402,1995-01-18,1996-01-18
16104,50120,1985-10-21,1986-10-21
16105,55207,1985-12-31,1986-12-31
16106,40000,1995-06-02,1996-06-01
16107,83531,1985-03-30,1986-03-30
16108,40000,1989-05-23,1990-05-23
16109,58718,1993-08-29,1994-08-29
16110,43903,1992-08-04,1993-08-04
16111,56510,1990-03-16,1991-03-16
16112,50396,1995-12-17,1996-12-16
16113,40000,1988-07-30,1989-07-30
16114,46644,1998-04-25,1999-04-25
16115,73675,1985-11-14,1986-11-14
16116,63221,1999-05-08,2000-05-07
16117,98795,1992-06-21,1993-06-21
16118,40000,1994-11-19,1995-11-19
16119,40000,1999-08-05,2000-08-04
16120,80251,1996-03-02,1997-03-02
16121,40000,1999-04-25,2000-04-24
16122,58373,1989-06-12,1990-06-12
16123,54626,1994-01-17,1995-01-17
16124,60260,1991-05-12,1992-05-11
16125,40000,1989-11-12,1990-11-12
16126,68863,1997-10-10,1998-10-10
16127,63150,1999-05-19,2000-05-18
16128,40000,1994-07-13,1995-07-13
16129,85477,1986-02-15,1987-02-15
16130,40000,1993-07-26,1994-07-26
16131,62679,1998-01-12,1998-05-17
16132,40000,1993-10-21,1994-10-21
16133,59265,1992-12-18,1993-12-18
16134,40000,1990-03-12,1991-03-12
16135,55716,1989-11-06,1990-11-06
16136,69160,1994-02-06,1995-02-06
16137,40000,1994-07-02,1995-07-02
16138,67593,1988-05-05,1989-05-05
16139,54000,1996-03-14,1997-03-14
16140,65785,1993-03-04,1994-03-04
16141,40965,1988-02-27,1989-02-26
16142,54681,1998-03-13,1999-03-13
16143,44383,1990-06-19,1991-06-19
16144,41740,1991-09-18,1992-09-17
16145,50877,1995-01-17,1996-01-17
16146,53931,1989-02-19,1990-02-19
16147,45868,1998-06-10,1999-06-10
16148,40000,1998-02-02,1999-02-02
16149,55398,1990-12-27,1991-12-27
16150,66728,1993-01-07,1994-01-07
16151,40000,1996-05-13,1997-05-13
16152,56985,1989-01-09,1990-01-09
16153,51807,1998-06-11,1999-06-11
16154,40000,1994-03-12,1995-03-12
16155,40000,1995-09-03,1996-09-02
16156,93906,1999-08-25,2000-08-24
16157,60553,1995-08-26,1996-08-25
16158,47928,1990-04-15,1991-04-15
16159,58845,1993-01-12,1994-01-12
16160,58430,1994-11-16,1995-11-16
16161,82859,1995-08-01,1996-07-31
16162,40000,1987-09-30,1988-09-29
16163,40000,1996-01-16,1997-01-15
16164,67467,1989-01-02,1990-01-02
16165,40000,1998-07-31,1999-07-31
16166,40000,1999-10-21,2000-10-20
16167,45973,1994-08-06,1995-08-06
16168,78697,1986-10-15,1987-10-15
16169,44060,1989-03-19,1990-03-19
16170,74119,1992-04-10,1993-04-10
16171,40300,1990-03-01,1991-03-01
16172,55022,1986-12-05,1987-12-05
16173,47479,1989-06-23,1990-06-23
16174,40000,1999-02-01,2000-02-01
16175,70428,2000-01-26,2001-01-25
16176,40000,1998-03-07,1999-03-07
16177,74091,1997-05-09,1998-05-09
16178,41894,2000-01-08,2001-01-07
16179,51258,1996-07-23,1997-07-23
16180,69407,1998-10-02,1999-10-02
16181,58374,1986-10-22,1987-10-22
16182,40000,1987-06-28,1988-06-27
16183,43274,1990-06-09,1991-06-09
16184,44795,1991-08-24,1992-08-23
16185,44003,1987-04-28,1988-04-27
16186,54538,1992-06-01,1993-06-01
16187,40000,1997-02-13,1998-02-13
16188,68722,1992-01-03,1993-01-02
16189,40000,1988-07-27,1989-07-27
16190,58163,1986-08-13,1987-08-13
16191,40000,1988-05-20,1989-05-20
16192,40000,1992-05-05,1993-05-05
16193,82135,1988-02-16,1989-02-15
16194,40000,1990-01-14,1991-01-14
16195,40000,1996-03-18,1997-03-18
16196,54276,1997-07-18,1998-07-18
16197,55100,1997-11-24,1998-11-24
16198,47730,1991-05-16,1992-05-15
16199,52274,1996-02-20,1997-02-19
16200,40000,1999-05-22,2000-03-22
16201,53081,1987-08-13,1988-08-12
16202,40000,1989-04-28,1990-04-28
16203,40000,1990-10-16,1991-10-16
16204,61641,1989-01-20,1990-01-20
16205,84744,1986-10-13,1987-10-13
16206,40000,1999-10-29,2000-10-28
16207,40000,1990-08-23,1991-08-23
16208,44544,1991-10-07,1992-10-06
16209,40000,1989-07-08,1990-07-08
16210,64311,1991-01-18,1992-01-18
16211,40000,1987-08-31,1988-08-30
16212,40000,1994-03-29,1995-03-29
16213,59276,1994-12-17,1995-12-17
16214,44729,1998-10-13,1999-10-13
16215,83701,1994-02-05,1995-02-05
16216,53059,1989-02-18,1990-02-18
16217,62382,1994-05-27,1995-05-27
16218,40000,1999-05-16,2000-05-15
16219,40000,1997-09-16,1998-09-16
16220,40000,1995-01-01,1996-01-01
16221,54216,1994-10-20,1995-10-20
16222,40000,1995-08-29,1996-08-28
16223,55787,1986-07-17,1987-07-17
16224,74966,1996-08-04,1997-08-04
16225,100599,1987-02-13,1988-02-13
16226,82017,1993-12-12,1994-12-12
16227,58619,1985-09-25,1986-09-25
16228,54846,1987-07-05,1988-07-04
16229,40000,1996-09-17,1997-09-17
16230,40000,1996-02-19,1997-02-18
16231,59383,1986-01-09,1987-01-09
16232,40000,1996-04-01,1997-04-01
16233,54684,1987-03-24,1988-03-23
16234,40000,1986-05-14,1987-05-14
16235,40000,1998-03-29,1999-03-29
16236,43711,1991-11-21,1992-11-20
16237,83471,1988-05-14,1989-05-14
16238,62713,1995-09-01,1996-08-31
16239,90447,1995-07-28,1996-07-27
16240,40000,1987-02-28,1988-02-28
16241,42567,1997-07-23,1998-07-23
16242,40408,1990-12-18,1991-12-18
16243,51278,1990-05-07,1991-05-07
16244,40000,2000-01-04,2001-01-03
16245,56536,1994-10-25,1995-10-25
16246,40000,1996-10-10,1997-10-10
16247,62947,1999-12-12,2000-12-11
16248,42179,1988-12-16,1989-12-16
16249,40000,1989-11-02,1990-11-02
16250,40000,1998-10-02,1999-10-02
16251,53209,1986-07-30,1987-07-30
16252,64982,1988-07-10,1989-07-10
16253,40000,1995-04-17,1996-04-16
16254,68040,1992-10-04,1993-10-04
16255,40000,1988-12-06,1989-12-06
16256,55938,1988-05-02,1989-05-02
16257,70108,1995-01-09,1996-01-09
16258,67029,1987-01-09,1988-01-09
16259,61899,1999-03-30,2000-03-29
16260,66196,1993-02-21,1994-02-21
16261,40653,1991-03-27,1992-03-26
16262,90599,1997-03-18,1998-03-18
16263,40000,1987-08-22,1988-08-21
16264,68008,1991-01-23,1992-01-23
16265,43411,1994-11-06,1995-11-06
16266,57642,1985-10-25,1986-10-25
16267,70629,1986-09-30,1987-09-30
16268,46697,1988-11-23,1989-11-23
16269,74297,1998-10-30,1999-10-30
16270,71078,1992-07-04,1993-07-04
16271,41914,1988-01-21,1989-01-20
16272,40000,1986-04-16,1987-04-16
16273,69164,1989-08-31,1990-08-31
16274,65521,1986-05-19,1987-05-19
16275,40000,1987-11-25,1988-11-24
16276,40000,1999-10-01,2000-09-30
16277,40000,1998-03-05,1999-03-05
16278,43802,1989-02-20,1990-02-20
16279,80972,1994-11-14,1995-11-14
16280,40000,1993-05-03,1994-05-03
16281,47566,1991-07-28,1992-07-27
16282,52576,1990-04-24,1991-04-24
16283,77307,1987-02-17,1988-02-17
16284,46047,1994-11-14,1995-11-14
16285,61131,1994-10-17,1995-10-17
16286,62792,1986-07-21,1987-07-21
16287,40000,1997-03-29,1997-11-03
16288,69434,1990-02-20,1991-02-20
16289,70459,1995-06-23,1996-06-22
16290,44383,1991-12-03,1992-12-02
16291,60496,1999-03-27,2000-03-26
16292,59402,1987-06-05,1988-06-04
16293,48233,1993-01-31,1994-01-31
16294,63368,1989-11-09,1990-11-09
16295,55149,1997-01-23,1998-01-23
16296,59554,1991-02-05,1992-02-05
16297,60106,1999-07-13,2000-07-12
16298,40000,1990-02-07,1991-02-07
16299,40000,1995-12-13,1996-12-12
16300,66106,1990-09-03,1991-09-03
16301,50704,2000-01-13,2001-01-12
16302,40000,1985-08-10,1986-08-10
16303,40000,1987-12-06,1988-12-05
16304,70572,1991-01-06,1992-01-06
16305,40000,1985-02-04,1986-02-04
16306,40000,1994-09-16,1995-09-16
16307,91677,1990-07-20,1991-07-20
16308,62008,1999-10-16,2000-10-15
16309,40664,1986-03-09,1987-03-09
16310,70890,1993-06-23,1994-06-23
16311,40000,1992-10-17,1993-10-17
16312,75357,1990-05-14,1991-05-14
16313,40935,1995-03-07,1996-03-06
16314,56634,1996-03-22,1997-03-22
16315,72293,1985-04-08,1986-04-08
16316,40000,1991-08-16,1992-08-15
16317,40000,1989-09-12,1990-09-12
16318,40721,1999-07-16,2000-07-15
16319,40000,1987-01-30,1988-01-30
16320,40000,1991-01-08,1992-01-08
16321,50712,1989-01-13,1990-01-13
16322,65328,1991-03-23,1992-03-22
16323,40000,1985-03-12,1986-03-12
16324,40000,1998-05-04,1999-05-04
16325,52886,1998-01-29,1999-01-29
16326,40000,1985-07-03,1986-07-03
16327,55163,1987-09-09,1988-09-08
16328,40000,1990-04-01,1991-04-01
16329,40000,1994-04-15,1995-04-15
16330,40000,1994-12-06,1995-12-06
16331,63123,1985-12-25,1986-12-25
16332,73736,1999-09-06,2000-09-05
16333,107410,1995-10-19,1996-10-18
16334,40000,1987-01-21,1988-01-21
16335,40000,1992-03-10,1993-03-10
16336,40287,1989-08-03,1990-08-03
16337,40000,1986-11-07,1987-11-07
16338,72675,1990-11-02,1991-11-02
16339,40000,1996-07-05,1997-07-05
16340,49470,1997-04-12,1998-04-12
16341,40000,1999-12-08,2000-12-07
16342,40000,1998-03-29,1999-03-29
16343,40000,1996-02-29,1996-10-13
16344,47385,1993-11-30,1994-11-30
16345,56683,1997-06-29,1998-06-29
16346,57603,1996-03-18,1997-03-18
16347,72191,1996-04-26,1997-04-26
16348,40000,1993-03-28,1994-03-28
16349,76746,1999-08-07,2000-08-06
16350,74381,1992-06-16,1993-06-16
16351,45798,1990-05-30,1991-05-30
16352,52549,1994-10-05,1995-10-05
16353,51222,1987-09-29,1988-09-28
16354,56757,1990-12-26,1991-12-26
16355,80403,1986-07-01,1987-07-01
16356,40549,1988-12-05,1989-12-05
16357,57128,1988-09-11,1989-09-11
16358,59952,1989-07-16,1990-07-16
16359,68147,1993-07-26,1994-07-26
16360,47148,1995-10-10,1996-10-09
16361,40000,1986-08-01,1987-08-01
16362,65737,1986-04-07,1987-04-07
16363,40000,1996-04-22,1997-04-22
16364,73503,1988-09-19,1989-09-19
16365,40000,1985-04-27,1986-04-27
16366,74685,1996-12-30,1997-12-30
16367,67012,1999-04-23,2000-04-22
16368,40000,1991-11-05,1992-11-04
16369,76955,1993-01-30,1994-01-30
16370,57425,1987-07-26,1988-07-25
16371,47200,1986-09-26,1987-09-26
16372,83610,1997-02-07,1998-02-07
16373,98832,1994-11-13,1995-11-13
16374,66923,1987-05-21,1988-05-20
16375,77427,1991-03-06,1992-03-05
16376,40000,1997-04-07,1998-04-07
16377,62147,1993-11-30,1994-11-30
16378,86358,1986-06-06,1987-06-06
16379,49934,1985-10-08,1986-10-08
16380,42820,1986-06-01,1987-06-01
16381,71792,1997-08-12,1998-08-12
16382,66986,1987-05-05,1988-05-04
16383,55977,1986-09-24,1987-09-24
16384,44031,1996-12-27,1997-12-27
16385,40000,1998-05-25,1999-05-25
16386,40000,1998-01-18,1999-01-18
16387,75258,1999-01-21,1999-08-01
16388,40000,1996-01-30,1997-01-29
16389,89683,1985-05-11,1986-05-11
16390,48191,1997-10-29,1998-10-29
16391,40000,1986-07-21,1987-07-21
16392,41016,1998-10-28,1999-10-28
16393,43967,1997-07-18,1998-07-18
16394,48372,1986-02-03,1987-02-03
16395,40000,1993-04-17,1994-04-17
16396,77582,1988-02-26,1989-02-25
16397,66757,1985-05-24,1986-05-24
16398,71254,1993-07-31,1994-07-31
16399,59384,1992-04-16,1993-04-16
16400,46553,1993-02-25,1994-02-25
16401,40000,1997-04-02,1998-04-02
16402,57496,1999-10-18,2000-02-02
16403,51846,1998-06-12,1999-06-12
16404,45689,1987-07-19,1988-07-18
16405,59045,1998-11-19,1999-11-19
16406,54280,1998-10-03,1999-10-03
16407,47263,1991-10-17,1992-10-16
16408,40000,1990-06-30,1991-06-30
16409,40000,1994-07-17,1995-07-17
16410,40000,1997-01-24,1998-01-24
16411,40000,1988-09-14,1989-09-14
16412,66524,1989-03-10,1990-03-10
16413,54772,1994-06-10,1995-06-10
16414,45768,1999-05-19,2000-05-18
16415,61617,1992-12-29,1993-12-29
16416,40771,1995-12-29,1996-12-28
16417,40000,1994-08-07,1995-08-07
16418,40000,1986-02-10,1987-02-10
16419,53413,1985-09-19,1986-09-19
16420,71650,1988-02-01,1989-01-31
16421,58684,1996-06-04,1997-06-04
16422,40000,1996-12-30,1997-12-30
16423,75404,1997-02-19,1998-02-19
16424,68849,1993-09-10,1994-09-10
16425,53045,1989-12-15,1990-12-15
16426,40000,1996-11-27,1997-11-27
16427,48702,1991-07-19,1992-07-18
16428,77376,1996-11-28,1997-11-28
16429,67216,1996-05-02,1997-05-02
16430,40000,1986-09-06,1987-09-06
16431,65222,1985-06-19,1986-06-19
16432,40000,1987-02-16,1987-06-24
16433,40000,1992-01-15,1993-01-14
16434,60003,1997-06-21,1998-06-21
16435,102939,1992-05-26,1993-05-26
16436,44160,1994-09-17,1995-09-17
16437,67860,1989-03-30,1990-03-30
16438,52449,1991-04-09,1992-04-08
16439,40000,1997-06-15,1998-06-15
16440,40000,1996-08-13,1997-08-13
16441,74430,1999-01-03,2000-01-03
16442,52237,1993-09-24,1994-09-24
16443,47658,1993-01-10,1993-12-25
16444,63163,1993-10-21,1994-10-21
16445,40000,1991-03-10,1992-03-09
16446,94600,1987-07-06,1988-07-05
16447,40000,1992-04-18,1993-04-18
16448,76979,1992-04-25,1993-04-25
16449,40000,1997-07-11,1998-07-11
16450,40000,1985-07-09,1986-07-09
16451,40000,1985-05-27,1986-05-27
16452,43944,1995-11-29,1996-11-28
16453,47433,1986-12-16,1987-12-16
16454,40000,1998-06-19,1999-06-19
16455,59725,1999-02-02,2000-02-02
16456,58339,1985-10-31,1986-10-31
16457,56830,1994-12-11,1995-12-11
16458,40000,1994-12-17,1995-12-17
16459,50434,1999-01-01,2000-01-01
16460,64026,1987-03-15,1988-03-14
16461,83638,1986-09-06,1987-09-06
16462,58862,1985-05-16,1986-05-16
16463,72579,2000-01-14,2001-01-13
16464,44852,1997-01-20,1998-01-20
16465,56373,1992-01-03,1993-01-02
16466,40000,1997-03-28,1998-03-28
16467,40000,1993-11-26,1994-11-26
16468,51005,1990-09-15,1991-09-15
16469,42198,1998-03-06,1998-07-21
16470,40000,1985-10-15,1986-10-15
16471,44976,1999-08-03,2000-08-02
16472,54267,1991-06-21,1992-06-20
16473,40000,1990-01-27,1991-01-27
16474,67408,1992-07-26,1993-07-26
16475,44703,1991-06-01,1992-05-31
16476,40000,1988-04-22,1989-04-22
16477,87599,1995-12-07,1996-12-06
16478,40000,1988-09-27,1989-09-27
16479,62446,1986-04-14,1987-04-14
16480,87062,1992-01-20,1993-01-19
16481,63974,1995-06-25,1996-06-24
16482,40000,1996-11-04,1997-11-04
16483,60560,1986-01-01,1987-01-01
16484,70261,1993-04-07,1994-04-07
16485,69706,1986-03-17,1987-03-17
16486,57496,1986-03-18,1987-03-18
16487,73302,1992-10-18,1993-10-18
16488,55856,1988-08-14,1989-08-14
16489,56875,1987-06-30,1988-06-29
16490,85462,1987-04-06,1988-04-05
16491,40000,1995-10-04,1996-10-03
16492,43073,1987-12-31,1988-12-30
16493,47636,1986-08-20,1987-08-20
16494,40000,1999-02-17,2000-02-17
16495,86208,1998-05-25,1998-07-03
16496,65762,1991-02-14,1992-02-14
16497,74475,2000-01-06,2001-01-05
16498,40000,1992-11-28,1993-11-28
16499,40000,1997-08-06,1998-08-06
16500,46887,1985-07-15,1986-07-15
16501,40000,1997-04-13,1998-04-13
16502,81528,1999-10-15,2000-10-14
16503,44944,1991-10-30,1992-10-29
16504,40000,1992-05-06,1993-05-06
16505,47774,1990-12-28,1991-12-28
16506,40000,1999-02-20,2000-02-20
16507,55650,1992-01-07,1993-01-06
16508,42769,1996-11-27,1997-11-27
16509,54275,1999-01-16,2000-01-16
16510,40000,1986-04-06,1987-04-06
16511,63199,1991-05-08,1992-05-07
16512,46473,1998-12-17,1999-12-17
16513,54259,1987-03-03,1988-03-02
16514,43183,1998-03-07,1999-03-07
16515,40000,1996-01-12,1997-01-11
16516,56039,1990-05-20,1991-05-20
16517,51231,1988-11-20,1989-11-20
16518,40000,1988-04-22,1989-04-22
16519,43713,1987-05-26,1988-05-25
16520,40000,1993-11-13,1994-10-22
16521,53520,1990-08-24,1991-08-24
16522,40000,1997-04-26,1998-04-26
16523,44284,1991-08-21,1992-08-20
16524,64563,1992-04-10,1993-04-10
16525,54097,1990-04-01,1991-04-01
16526,40000,1997-10-25,1998-10-25
16527,40000,1987-03-04,1988-03-03
16528,49557,1996-05-07,1997-05-07
16529,40000,1992-05-17,1993-05-17
16530,40000,1994-08-18,1995-08-18
16531,45838,1995-12-19,1996-06-17
16532,48795,1987-10-16,1988-10-15
16533,40588,1995-08-20,1996-08-19
16534,72214,1985-10-07,1986-10-07
16535,52593,1999-01-11,2000-01-11
16536,44170,1985-05-24,1986-05-24
16537,40000,1991-08-03,1992-08-02
16538,86259,1996-01-11,1997-01-10
16539,40000,1987-12-07,1988-12-06
16540,83012,1989-02-01,1990-02-01
16541,40000,1997-04-01,1998-04-01
16542,61684,1991-04-12,1992-04-11
16543,45525,1993-07-19,1994-07-19
16544,50856,1995-04-02,1996-04-01
16545,48715,1998-09-26,1999-09-26
16546,47819,1986-03-16,1987-03-16
16547,47818,2000-01-06,2000-09-01
16548,40000,1996-07-23,1997-07-23
16549,60531,1995-03-03,1996-03-02
16550,46838,1987-03-17,1988-03-16
16551,82980,1986-08-21,1987-08-21
16552,47041,1991-02-03,1992-02-03
16553,56190,1988-06-22,1989-06-22
16554,40000,1994-08-24,1995-08-24
16555,40661,1997-07-20,1998-07-20
16556,53954,1987-12-27,1988-12-26
16557,53197,1996-05-15,1997-05-15
16558,73555,1995-05-17,1996-05-16
16559,40000,1989-01-05,1990-01-05
16560,68362,1991-04-18,1992-04-17
16561,40000,1997-10-06,1998-10-06
16562,49969,1996-10-23,1997-10-23
16563,47173,1996-08-12,1997-08-12
16564,61925,1999-01-21,2000-01-21
16565,40000,1991-09-07,1992-06-06
16566,40000,1998-05-18,1999-05-18
16567,40000,1989-12-24,1990-12-24
16568,55590,1991-09-28,1992-09-27
16569,40000,1998-02-12,1999-02-12
16570,46162,1994-03-25,1995-03-25
16571,62969,1990-05-25,1991-05-25
16572,53096,1987-06-16,1988-06-15
16573,60913,1991-06-13,1992-06-12
16574,66186,1993-08-05,1994-08-05
16575,51610,1997-04-12,1998-04-12
16576,40000,1986-03-09,1987-03-09
16577,55076,1999-07-23,2000-07-22
16578,40000,1990-12-30,1991-12-30
16579,40000,1992-08-22,1993-08-22
16580,40000,1986-06-20,1987-06-20
16581,64682,1994-06-09,1995-06-09
